Customer ID,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Premium Tech Support,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
0301-FIDRB,4,1,3,8,72,0,0,25.420517214274486,1,2,22.0,1,1,1,2,1,1,63.8,4684.3,0.0,0,0.0,4684.3,1
0301-KOBTQ,3,0,0,0,32,0,1,14.91,0,0,26.189958310676094,0,0,0,2,1,1,20.05,614.45,9.73,0,477.12,1081.84,1
0302-JOIVN,3,1,0,1,8,0,1,16.88,1,1,6.0,0,0,1,1,0,1,101.15,842.9,0.0,0,135.04,977.94,0
0303-UNCIP,2,0,0,0,41,2,1,37.55,1,2,30.0,0,0,0,3,0,3,65.0,2531.8,0.0,140,1539.55,4211.35,1
0303-WMMRN,2,0,0,0,5,0,1,21.01,0,0,26.189958310676094,0,0,0,1,1,2,19.25,86.05,0.0,0,105.05,191.1,1
0305-SQECB,3,0,1,0,11,0,0,25.420517214274486,1,2,17.0,1,1,0,3,1,2,36.05,402.6,0.0,100,0.0,502.6,1
0306-JAELE,4,0,0,0,5,0,1,31.09,1,1,11.0,0,1,1,1,1,1,96.1,453.4,0.0,0,155.45,608.85,0
0307-BCOPK,4,0,0,0,16,4,1,41.51,0,0,26.189958310676094,0,0,0,3,0,2,19.05,326.65,0.0,0,664.16,990.81,1
0308-GIQJT,5,0,0,0,71,0,1,6.1,1,1,9.0,0,1,1,3,0,1,105.75,7382.85,0.0,0,433.1,7815.95,1
0308-IVGOK,1,0,0,0,11,0,0,25.420517214274486,1,2,59.0,0,1,1,3,1,2,40.4,422.6,0.0,0,0.0,422.6,1
0310-MVLET,4,1,0,1,61,0,1,49.33,1,1,7.0,0,0,1,1,1,1,99.15,6010.05,0.0,0,3009.13,9019.18,0
0310-SUCIN,3,1,0,2,71,0,1,23.06,1,3,6.0,1,1,1,3,1,1,84.8,6046.1,0.0,0,1637.26,7683.36,1
0310-VQXAM,3,0,0,0,9,0,1,40.74,0,0,26.189958310676094,0,0,0,1,0,2,19.85,178.8,0.0,0,366.66,545.46,1
0311-QYWSS,4,0,0,0,6,0,1,39.16,1,2,8.0,1,0,1,1,1,1,49.45,314.6,0.0,0,234.96,549.56,1
0311-UNPFF,3,0,0,0,26,0,1,38.09,1,1,22.0,0,0,0,1,1,1,88.8,2274.35,0.0,50,990.34,3314.69,0
0314-TKOSI,2,0,0,0,6,5,1,6.98,1,3,30.0,1,0,0,1,0,3,55.15,322.9,0.0,0,41.88,364.78,1
0315-LVCRK,3,0,0,0,11,0,1,30.57,1,1,15.0,0,0,1,1,0,1,84.8,888.75,0.0,0,336.27,1225.02,1
0318-QUUOB,1,1,0,1,1,0,1,43.67,1,1,73.0,0,0,0,1,1,1,80.55,80.55,0.0,0,43.67,124.22,0
0318-ZOPWS,2,1,0,10,49,0,1,2.82,0,0,26.189958310676094,0,0,0,2,1,1,20.15,973.35,0.0,0,138.18,1111.53,1
0319-QZTCO,1,1,2,9,3,5,1,11.47,1,2,51.0,0,0,1,1,1,2,58.7,168.6,0.0,0,34.41,203.01,2
0320-DWVTU,3,0,0,0,53,2,1,43.57,1,1,13.0,1,1,1,2,0,2,99.5,5424.25,0.0,0,2309.21,7733.46,1
0320-JDNQG,2,1,0,1,23,0,1,37.95,1,1,27.0,1,1,1,1,1,1,99.85,2331.3,0.0,0,872.85,3204.15,0
0322-CHQRU,4,0,0,0,2,0,1,25.49,1,2,9.0,0,0,1,1,0,1,45.35,89.5,0.0,0,50.98,140.48,0
0322-YINQP,2,0,0,0,1,0,1,11.35,1,2,9.0,1,0,1,1,1,2,48.55,48.55,0.0,0,11.35,59.9,0
0323-XWWTN,3,0,1,0,3,0,1,33.87,0,0,26.189958310676094,0,0,0,2,1,2,26.4,121.25,0.0,0,101.61,222.86,2
0324-BRPCJ,4,1,0,1,68,0,1,21.33,1,3,24.0,0,0,1,1,1,1,100.2,6851.65,0.0,0,1450.44,8302.09,0
0325-XBFAC,3,0,0,0,8,0,1,19.49,1,1,10.0,0,0,0,1,1,1,94.7,740.3,0.0,80,155.92,976.22,0
0326-VDYXE,1,1,0,9,70,1,1,16.66,1,1,26.0,0,0,0,3,1,1,97.65,6982.5,0.0,80,1166.2,8228.7,1
0327-WFZSY,4,1,3,9,39,3,1,17.29,1,1,75.0,0,0,1,3,0,1,100.0,3835.55,0.0,0,674.31,4509.86,1
0328-GRPMV,3,0,0,0,1,0,1,17.37,1,1,25.0,0,0,1,1,1,1,70.1,70.1,0.0,0,17.37,87.47,0
0329-GTIAJ,2,0,0,0,3,0,1,30.18,1,1,7.0,0,1,1,1,1,1,97.9,315.3,0.0,0,90.54,405.84,0
0330-BGYZE,3,1,0,8,60,2,1,19.22,1,1,4.0,0,0,1,3,0,1,102.5,6157.6,0.0,0,1153.2,7310.8,1
0330-IVZHA,3,1,0,1,5,5,1,17.08,1,1,10.0,0,0,1,1,0,1,69.95,330.15,0.0,0,85.4,415.55,0
0334-GDDSO,4,0,0,0,3,5,1,9.22,1,1,14.0,0,0,1,1,1,1,81.35,233.7,0.0,0,27.66,261.36,0
0334-ZFJSR,2,1,0,0,55,0,1,35.38,1,3,13.0,1,1,0,3,1,2,66.05,3462.1,44.53,150,1945.9,5513.47,1
0336-KXKFK,3,0,0,0,72,0,0,25.420517214274486,1,2,6.0,1,1,1,2,1,2,61.2,4390.25,0.0,0,0.0,4390.25,1
0336-PIKEI,4,1,0,7,72,1,1,5.27,1,2,9.0,1,1,0,2,0,1,74.4,5360.75,0.0,140,379.44,5880.19,1
0337-CNPZE,4,0,0,0,41,0,1,10.43,1,1,22.0,0,0,0,1,1,1,106.3,4443.45,0.0,130,427.63,5001.08,0
0343-QLUZP,2,0,0,0,60,2,0,25.420517214274486,1,2,25.0,1,0,1,2,0,1,39.6,2424.5,38.46,0,0.0,2386.04,1
0345-HKJVM,3,0,0,0,6,0,1,2.6,1,1,22.0,0,0,1,1,0,1,89.3,577.6,0.0,0,15.6,593.2,0
0345-XMMUG,2,1,0,6,46,0,1,2.0,1,1,48.0,0,1,1,2,1,2,108.9,4854.3,0.0,0,92.0,4946.3,1
0347-UBKUZ,3,0,0,0,15,0,1,2.74,0,0,26.189958310676094,0,0,0,1,0,3,19.9,320.45,0.0,0,41.1,361.55,1
0348-SDKOL,2,1,0,1,58,0,1,3.51,1,1,28.0,0,1,0,1,1,2,102.1,5885.4,0.0,100,203.58,6188.98,0
0354-VXMJC,4,1,3,10,23,0,1,34.04,0,0,26.189958310676094,0,0,0,2,0,2,19.6,426.65,0.0,0,782.92,1209.57,1
0354-WYROK,4,1,0,1,31,3,1,47.95,1,1,21.0,0,1,1,1,1,1,98.9,2911.3,0.0,0,1486.45,4397.75,0
0356-ERHVT,3,1,0,1,11,4,1,12.95,1,3,6.0,0,0,1,1,1,1,45.9,521.9,0.0,0,142.45,664.35,1
0356-OBMAC,5,0,0,0,56,0,1,17.33,1,1,16.0,0,1,1,2,1,1,99.9,5706.3,0.0,0,970.48,6676.78,1
0357-NVCRI,2,0,3,0,25,3,1,12.87,0,0,26.189958310676094,0,0,0,1,0,2,20.05,471.7,0.0,0,321.75,793.45,1
0361-HJRDX,2,0,0,0,68,1,0,25.420517214274486,1,2,28.0,1,1,0,2,0,2,-8.0,4539.6,0.0,130,0.0,4669.6,1
0362-RAOQO,3,0,0,0,40,0,1,26.03,0,0,26.189958310676094,0,0,0,2,0,2,19.65,830.25,0.0,0,1041.2,1871.45,1
0362-ZBZWJ,3,0,0,0,36,0,1,24.66,1,1,22.0,0,0,1,1,1,1,84.9,3067.2,0.0,0,887.76,3954.96,0
0363-QJVFX,1,0,0,0,32,3,1,27.69,1,1,73.0,1,1,1,1,1,2,108.15,3432.9,0.0,0,886.08,4318.98,0
0363-SVHYR,2,1,3,10,71,1,1,10.11,1,2,59.0,1,1,1,2,0,1,86.85,6263.8,0.0,0,717.81,6981.61,1
0365-BZUWY,3,1,0,2,17,4,1,10.11,1,1,2.0,0,0,1,1,1,1,102.55,1742.5,0.0,0,171.87,1914.37,1
0365-GXEZS,3,1,0,6,18,4,1,31.79,1,1,19.0,0,1,1,1,0,1,78.2,1468.75,0.0,0,572.22,2040.97,1
0365-TRTPY,3,0,0,0,37,0,1,11.73,1,1,30.0,1,0,0,1,0,1,91.2,3382.3,0.0,0,434.01,3816.31,1
0366-NQSHS,2,0,0,0,2,0,1,44.34,0,0,26.189958310676094,0,0,0,1,0,2,19.35,46.35,0.0,0,88.68,135.03,2
0369-ZGOVK,3,1,2,6,28,3,1,12.94,1,1,24.0,0,0,1,3,1,1,70.4,1992.2,0.0,0,362.32,2354.52,1
0373-AIVNJ,2,0,0,0,9,5,0,25.420517214274486,1,3,19.0,1,0,1,3,0,2,39.55,373.0,0.0,0,0.0,373.0,1
0374-AACSZ,4,0,0,0,1,5,1,38.33,1,2,24.0,1,0,0,1,0,1,50.15,50.15,0.0,50,38.33,138.48,2
0374-FIUCA,4,1,0,1,65,0,1,23.46,0,0,26.189958310676094,0,0,0,2,1,2,20.4,1414.45,0.0,0,1524.9,2939.35,1
0374-IOEGQ,4,0,0,0,3,0,1,15.59,1,3,27.0,0,0,1,1,0,1,44.6,122.7,0.0,0,46.77,169.47,2
0375-HVGXO,2,0,0,0,1,5,0,25.420517214274486,1,2,8.0,0,0,1,1,1,1,34.7,34.7,0.0,0,0.0,34.7,0
0376-OIWME,1,1,0,3,36,3,1,41.33,1,1,41.0,1,0,1,1,1,1,93.6,3366.05,16.56,0,1487.88,4837.37,1
0376-YMCJC,1,0,0,0,23,0,1,38.69,1,3,69.0,0,1,1,1,1,1,90.6,1943.2,4.73,0,889.87,2828.34,0
0377-JBKKT,1,1,3,9,22,4,1,42.58,1,2,82.0,1,1,1,1,1,2,57.95,1271.8,0.0,0,936.76,2208.56,1
0378-CJKPV,3,1,0,1,72,0,1,4.56,1,1,18.0,1,1,1,2,0,2,112.1,7965.95,18.88,0,328.32,8275.39,1
0378-NHQXU,2,1,0,7,17,0,1,17.91,1,1,9.0,0,0,1,1,0,1,88.25,1460.65,0.0,0,304.47,1765.12,0
0378-TOVMS,1,0,0,0,3,0,1,10.6,1,1,73.0,0,1,1,1,0,1,85.8,272.2,0.0,0,31.8,304.0,0
0378-XSZPU,2,1,0,1,58,2,1,17.22,1,3,21.0,1,0,1,3,0,2,60.3,3563.8,0.0,0,998.76,4562.56,0
0379-DJQHR,4,1,0,1,67,0,1,45.25,1,2,18.0,1,0,1,2,0,2,81.35,5398.6,0.0,0,3031.75,8430.35,1
0380-NEAVX,4,0,0,0,34,0,1,35.0,1,1,12.0,0,0,1,3,1,1,99.85,3343.15,0.0,0,1190.0,4533.15,1
0380-ZCSBI,3,0,0,0,10,0,1,4.42,0,0,26.189958310676094,0,0,0,1,0,2,20.0,198.7,0.0,0,44.2,242.9,1
0383-CLDDA,2,0,0,0,69,1,1,18.47,1,2,28.0,1,1,1,2,1,2,85.35,5897.4,0.0,0,1274.43,7171.83,1
0384-LPITE,2,0,0,0,40,0,0,25.420517214274486,1,3,19.0,1,0,1,3,0,2,62.05,2511.55,0.0,0,0.0,2511.55,1
0384-RVBPI,4,0,0,0,20,4,1,12.6,1,2,29.0,1,0,1,1,0,2,64.4,1398.6,0.0,0,252.0,1650.6,1
0386-CWRGM,4,1,1,9,46,0,1,47.5,0,0,26.189958310676094,0,0,0,2,0,2,19.4,967.85,0.0,0,2185.0,3152.85,1
0388-EOPEX,2,1,0,1,2,0,1,9.79,1,1,41.0,1,0,1,1,1,1,74.4,139.4,0.0,0,19.58,158.98,0
0390-DCFDQ,4,1,2,1,1,5,1,15.28,1,1,30.0,0,0,1,1,1,3,70.45,70.45,0.0,0,15.28,85.73,0
0392-BZIUW,3,1,0,7,72,0,1,6.58,1,1,7.0,1,0,1,2,1,2,105.0,7589.8,0.0,0,473.76,8063.56,1
0394-YONDK,2,1,3,0,70,0,1,1.22,0,0,26.189958310676094,0,0,0,2,0,2,25.15,1790.15,0.0,0,85.4,1875.55,1
0396-HUJBP,2,0,0,0,2,0,1,49.91,0,0,26.189958310676094,0,0,0,1,0,2,19.3,44.4,0.0,0,99.82,144.22,2
0396-UKGAI,1,0,3,0,23,4,1,1.58,1,2,47.0,0,1,1,1,1,1,55.3,1284.2,0.0,0,36.34,1320.54,1
0396-YCHWO,3,1,0,4,36,3,1,40.58,1,1,12.0,0,0,1,1,1,1,95.4,3474.2,0.0,0,1460.88,4935.08,1
0397-GZBBC,4,1,0,0,59,0,1,10.78,1,1,15.0,0,0,1,1,1,1,93.85,5574.75,8.13,0,636.02,6202.64,0
0397-ZXWQF,1,0,0,0,67,1,1,47.31,0,0,26.189958310676094,0,0,0,2,0,1,20.5,1430.95,0.0,0,3169.77,4600.72,1
0401-WDBXM,1,1,3,4,72,0,1,8.33,1,1,59.0,1,0,0,2,1,1,105.55,7542.25,0.0,10,599.76,8152.01,1
0402-CQAJN,1,0,0,0,37,0,1,24.04,1,1,59.0,0,0,1,1,1,1,101.9,3545.35,0.0,0,889.48,4434.83,0
0402-OAMEN,2,1,1,4,72,1,1,20.56,0,0,26.189958310676094,0,0,0,2,0,1,24.45,1709.1,0.0,0,1480.32,3189.42,1
0404-AHASP,1,1,0,10,72,1,1,27.97,0,0,26.189958310676094,0,0,0,2,0,2,19.7,1421.9,0.0,0,2013.84,3435.74,1
0404-SWRVG,1,0,2,0,3,5,1,14.6,1,1,71.0,0,0,1,1,1,1,74.4,229.55,8.74,0,43.8,264.61,0
0406-BPDVR,4,1,0,0,54,2,1,33.49,1,1,8.0,0,0,1,3,1,2,101.5,5373.1,0.0,0,1808.46,7181.56,0
0407-BDJKB,4,1,0,1,60,0,1,35.22,1,1,16.0,0,0,1,1,1,1,95.75,5742.9,0.0,0,2113.2,7856.1,0
0409-WTMPL,2,1,0,8,58,2,1,37.95,1,1,18.0,1,0,1,3,1,2,110.65,6526.65,0.0,0,2201.1,8727.75,1
0410-IPFTY,4,1,0,1,31,3,1,12.03,1,1,9.0,0,0,1,1,1,1,83.85,2674.15,11.37,0,372.93,3035.71,1
0411-EZJZE,4,0,0,0,3,0,1,20.1,1,2,29.0,0,0,0,1,1,1,60.25,170.5,0.0,70,60.3,300.8,2
0412-UCCNP,1,0,0,0,55,0,1,12.28,1,2,48.0,1,1,1,2,1,1,59.2,3175.85,0.0,0,675.4,3851.25,1
0415-MOSGF,3,0,0,0,1,5,1,26.53,1,2,30.0,0,0,1,1,0,2,44.4,44.4,0.0,0,26.53,70.93,0
0419-YAAPX,3,1,0,1,49,2,1,14.21,1,1,23.0,0,0,1,1,1,2,85.3,4297.95,0.0,0,696.29,4994.24,1
0420-BWTPW,2,0,0,0,8,0,0,25.420517214274486,1,2,16.0,0,0,1,1,0,3,25.5,215.2,0.0,0,0.0,215.2,0
0420-HLGXF,4,0,0,0,39,0,1,10.03,1,1,13.0,0,0,1,2,1,1,99.75,4036.0,0.0,0,391.17,4427.17,1
0420-TXVSG,3,1,0,9,66,1,1,37.71,1,2,15.0,1,0,1,2,1,2,66.1,4428.45,0.0,0,2488.86,6917.31,1
0422-OHQHQ,1,1,0,7,15,0,1,34.63,0,0,26.189958310676094,0,0,0,3,0,2,20.55,295.95,0.0,0,519.45,815.4,1
0422-UXFAP,2,1,0,1,51,2,1,47.72,1,1,23.0,0,0,0,3,1,1,98.85,4947.55,0.0,130,2433.72,7511.27,1
0423-UDIJQ,4,0,0,0,9,0,1,7.11,1,2,12.0,0,1,1,2,0,3,49.2,447.9,0.0,0,63.99,511.89,1
0426-TIRNE,3,0,0,0,1,5,1,15.51,0,0,26.189958310676094,0,0,0,1,0,2,20.9,20.9,0.0,0,15.51,36.41,0
0428-AXXLJ,2,0,0,0,25,3,1,3.58,0,0,26.189958310676094,0,0,0,3,1,1,19.5,516.3,0.0,0,89.5,605.8,1
0428-IKYCP,3,1,0,9,22,0,1,48.68,1,1,18.0,0,0,1,1,1,1,87.0,1850.65,0.0,0,1070.96,2921.61,1
0430-IHCDJ,2,0,0,0,15,0,1,11.75,1,2,28.0,0,0,1,1,1,1,49.0,749.25,0.0,0,176.25,925.5,1
0431-APWVY,2,1,0,1,28,0,1,18.31,1,1,13.0,0,0,1,3,1,1,90.1,2598.95,0.0,0,512.68,3111.63,0
0432-CAJZV,3,0,0,0,3,0,1,5.39,1,1,10.0,0,0,1,1,0,2,90.7,237.65,0.0,0,16.17,253.82,2
0434-CSFON,2,1,0,3,47,2,1,38.15,1,1,14.0,0,0,1,1,1,1,100.5,4707.1,0.0,0,1793.05,6500.15,1
0436-TWFFZ,1,0,0,0,67,1,1,8.71,1,2,41.0,1,1,1,2,1,3,85.25,5714.2,1.31,0,583.57,6296.46,1
0439-IFYUN,5,0,0,0,18,4,1,21.09,1,1,18.0,0,0,0,1,1,1,74.7,1294.6,0.0,20,379.62,1694.22,1
0440-EKDCF,3,1,0,1,62,2,1,33.7,1,3,15.0,0,1,1,2,1,2,60.15,3753.2,0.0,0,2089.4,5842.6,1
0440-MOGPM,3,0,0,0,41,0,1,6.16,1,2,12.0,0,0,1,3,1,1,80.55,3263.9,0.0,0,252.56,3516.46,1
0440-QEXBZ,4,0,0,0,44,2,1,18.42,1,2,22.0,0,0,1,1,1,2,50.15,2139.1,0.0,0,810.48,2949.58,1
0440-UEDAI,4,0,0,0,53,0,1,33.88,1,1,6.0,0,1,1,3,1,2,94.45,5042.75,0.0,0,1795.64,6838.39,1
0442-TDYUO,3,1,0,4,48,0,1,33.06,0,0,26.189958310676094,0,0,0,2,1,2,20.05,1036.0,0.0,0,1586.88,2622.88,1
0442-ZXKVS,5,1,0,2,54,2,1,43.71,1,1,12.0,1,1,1,3,1,1,115.6,6431.05,0.0,0,2360.34,8791.39,1
0447-BEMNG,2,1,0,3,48,0,0,25.420517214274486,1,3,58.0,1,0,0,1,1,1,45.3,2145.0,0.0,140,0.0,2285.0,0
0447-RXSGD,2,0,0,0,24,3,1,25.68,1,1,6.0,0,0,1,1,1,1,99.65,2404.85,0.0,0,616.32,3021.17,1
0454-OKRCT,2,0,0,0,33,3,1,34.85,1,1,27.0,0,1,1,2,0,1,80.6,2651.1,0.0,0,1150.05,3801.15,1
0455-ENTCR,3,1,0,1,66,0,1,42.85,1,2,21.0,1,1,1,2,0,1,85.25,5538.35,0.0,0,2828.1,8366.45,1
0455-XFASS,4,1,2,3,3,0,1,1.67,1,1,19.0,0,0,1,1,1,1,69.55,200.2,33.8,0,5.01,171.41,2
0458-HEUZG,3,0,0,0,13,4,0,25.420517214274486,1,3,13.0,0,1,0,2,0,2,35.4,450.4,0.0,100,0.0,550.4,1
0459-SPZHJ,1,1,0,1,63,0,1,13.45,1,2,69.0,1,0,1,2,0,2,83.5,5435.0,0.0,0,847.35,6282.35,1
0461-CVKMU,3,1,0,0,23,0,1,38.81,1,1,28.0,0,1,1,1,0,1,83.8,1900.25,0.0,0,892.63,2792.88,0
0463-TXOAK,1,0,1,0,52,0,1,23.12,0,0,26.189958310676094,0,0,0,2,0,2,25.6,1334.5,0.0,0,1202.24,2536.74,1
0463-WZZKO,1,0,0,0,3,5,1,16.39,0,0,26.189958310676094,0,0,0,1,1,2,20.75,67.1,0.0,0,49.17,116.27,2
0463-ZSDNT,1,0,0,0,10,0,1,30.3,1,2,73.0,0,0,0,1,1,1,56.75,503.25,0.0,30,303.0,836.25,1
0464-WJTKO,2,1,2,10,72,0,1,14.17,0,0,26.189958310676094,0,0,0,2,0,1,20.1,1460.85,0.0,0,1020.24,2481.09,1
0468-YRPXN,4,0,0,0,29,3,1,48.2,1,1,19.0,0,1,1,1,1,2,98.8,2807.1,0.0,0,1397.8,4204.9,1
0471-ARVMX,4,1,0,8,62,2,1,22.74,1,1,18.0,1,0,1,3,1,1,104.85,6312.9,0.0,0,1409.88,7722.78,1
0471-LVHGK,2,1,0,1,41,0,1,15.91,1,2,29.0,0,0,1,3,1,1,73.0,3001.2,0.0,0,652.31,3653.51,0
0475-RIJEP,3,0,0,0,43,2,1,49.13,1,1,25.0,0,0,1,1,1,1,77.85,3365.85,0.0,0,2112.59,5478.44,0
0479-HMSWA,4,0,1,0,26,3,1,2.48,1,1,19.0,0,1,1,2,1,1,105.45,2715.3,0.0,0,64.48,2779.78,1
0480-BIXDE,3,1,0,9,19,4,1,10.68,1,1,23.0,0,0,1,1,1,1,96.8,1743.05,0.0,0,202.92,1945.97,1
0480-KYJVA,2,1,3,8,72,0,1,47.6,0,0,26.189958310676094,0,0,0,2,0,2,24.25,1784.5,49.76,0,3427.2,5161.94,1
0481-SUMCB,4,0,0,0,45,2,1,34.12,1,1,15.0,0,0,1,3,1,1,102.15,4735.35,0.0,0,1535.4,6270.75,1
0484-FFVBJ,3,0,0,0,32,0,1,15.52,1,2,12.0,0,0,1,3,1,1,64.85,2010.95,0.0,0,496.64,2507.59,1
0484-JPBRU,1,0,0,0,41,0,1,41.21,0,0,26.189958310676094,0,0,0,1,1,1,25.25,996.45,0.0,0,1689.61,2686.06,1
0485-ZBSLN,3,1,2,4,65,0,1,36.5,0,0,26.189958310676094,0,0,0,2,0,2,24.75,1715.1,0.0,0,2372.5,4087.6,1
0486-HECZI,2,1,1,0,55,0,1,49.06,1,1,27.0,1,0,1,1,1,1,96.75,5238.9,0.0,0,2698.3,7937.2,0
0486-LGCCH,3,1,2,2,11,4,1,40.76,0,0,26.189958310676094,0,0,0,2,0,2,19.65,225.75,0.0,0,448.36,674.11,1
0487-CRLZF,3,0,0,0,49,2,1,7.51,1,2,13.0,0,1,1,2,1,1,74.45,3721.9,0.0,0,367.99,4089.89,1
0487-RPVUM,3,1,0,1,61,0,1,15.15,1,1,28.0,1,1,1,1,0,1,99.4,5943.65,0.0,0,924.15,6867.8,1
0487-VVUVK,3,1,2,5,25,0,1,19.09,0,0,26.189958310676094,0,0,0,1,1,2,19.15,477.6,0.0,0,477.25,954.85,1
0488-GSLFR,2,0,0,0,1,0,1,8.31,1,1,27.0,0,0,1,1,1,1,69.5,69.5,0.0,0,8.31,77.81,0
0489-WMEMG,4,0,3,0,23,4,1,25.85,1,3,53.0,0,1,1,3,1,1,49.45,1119.35,0.0,0,594.55,1713.9,1
0491-KAPQG,2,0,0,0,21,4,1,28.54,1,1,42.0,0,0,1,1,1,1,73.7,1558.7,0.0,0,599.34,2158.04,1
0495-RVCBF,2,0,0,0,1,0,1,33.88,1,1,26.0,0,0,1,1,1,1,79.7,79.7,0.0,0,33.88,113.58,0
0495-ZBNGW,5,1,0,1,5,0,1,6.66,1,1,14.0,0,0,0,1,1,1,-1.0,343.95,0.0,20,33.3,397.25,0
0496-AHOOK,4,1,0,10,24,3,1,32.86,1,3,30.0,1,1,1,3,0,1,74.4,1712.9,0.0,0,788.64,2501.54,1
0504-HHAPI,4,0,0,0,27,0,1,16.94,1,1,11.0,0,0,1,1,0,2,88.3,2467.75,0.0,0,457.38,2925.13,0
0505-SPOOW,2,1,0,7,70,1,1,11.71,0,0,26.189958310676094,0,0,0,2,0,1,19.8,1397.65,0.0,0,819.7,2217.35,1
0506-LVNGN,5,0,0,0,5,0,1,42.33,1,1,9.0,0,0,1,1,1,2,75.55,349.65,0.0,0,211.65,561.3,0
0506-YLVKJ,3,1,1,1,46,0,1,45.92,0,0,26.189958310676094,0,0,0,2,1,2,20.2,917.45,0.0,0,2112.32,3029.77,1
0508-OOLTO,2,1,1,5,2,0,1,29.03,1,1,10.0,0,0,1,1,1,1,71.65,135.75,0.0,0,58.06,193.81,2
0508-SQWPL,2,1,3,9,57,2,1,26.67,0,0,26.189958310676094,0,0,0,2,1,1,20.1,1087.7,0.0,0,1520.19,2607.89,1
0511-JTEOY,2,0,0,0,1,5,1,10.19,1,1,9.0,0,0,1,1,0,3,71.1,71.1,0.0,0,10.19,81.29,0
0512-FLFDW,4,1,0,3,60,0,1,27.68,1,1,26.0,0,0,1,3,1,2,100.5,6029.0,0.0,0,1660.8,7689.8,1
0513-RBGPE,3,1,0,6,37,0,1,4.5,1,2,9.0,1,1,1,2,1,2,62.8,2278.75,16.97,0,166.5,2428.28,1
0515-YPMCW,2,0,0,0,1,0,1,42.87,1,1,8.0,0,0,0,1,1,2,70.45,70.45,0.0,10,42.87,123.32,0
0516-OOHAR,2,1,2,8,28,0,1,7.73,1,1,13.0,0,0,1,3,0,1,100.35,2799.0,0.0,0,216.44,3015.44,1
0516-QREYC,5,0,0,0,24,0,1,18.39,0,0,26.189958310676094,0,0,0,2,1,2,20.3,459.95,0.0,0,441.36,901.31,1
0516-UXRMT,2,0,0,0,62,0,1,23.88,1,1,47.0,1,0,1,3,1,1,92.05,5755.8,14.21,0,1480.56,7222.15,1
0516-VRYBW,2,0,0,0,18,4,1,8.95,0,0,26.189958310676094,0,0,0,3,0,1,20.15,390.85,0.0,0,161.1,551.95,0
0516-WJVXC,1,0,0,0,5,0,1,3.61,1,2,69.0,1,1,1,1,0,1,54.2,308.25,0.0,0,18.05,326.3,0
0519-DRGTI,3,1,3,9,20,0,1,42.46,0,0,26.189958310676094,0,0,0,1,0,2,20.35,442.6,0.0,0,849.2,1291.8,1
0519-XUZJU,3,0,0,0,1,0,1,26.0,1,1,8.0,0,0,1,1,0,3,70.75,70.75,0.0,0,26.0,96.75,0
0520-FDVVT,1,0,0,0,35,0,1,39.84,1,1,48.0,0,0,1,3,1,1,102.35,3626.1,0.0,0,1394.4,5020.5,0
0523-VNGTF,5,0,0,0,52,0,0,25.420517214274486,1,2,23.0,0,1,1,2,1,1,50.5,2566.3,0.0,0,0.0,2566.3,1
0524-IAVZO,1,1,0,1,30,3,1,4.82,1,1,41.0,0,0,1,1,1,1,85.0,2624.25,0.0,0,144.6,2768.85,0
0526-SXDJP,2,1,0,7,72,1,0,25.420517214274486,1,3,17.0,1,0,1,2,0,1,42.1,2962.0,0.0,0,0.0,2962.0,1
0529-ONKER,4,0,0,0,15,4,1,46.38,1,1,19.0,0,0,1,1,0,1,75.65,1146.65,0.0,0,695.7,1842.35,0
0530-IJVDB,2,0,2,0,70,1,1,26.67,1,1,17.0,1,1,1,2,1,1,114.6,7882.5,0.0,0,1866.9,9749.4,1
0531-XBKMM,2,0,2,0,66,0,1,32.12,1,2,17.0,1,1,1,2,0,1,65.7,4378.9,0.0,0,2119.92,6498.82,1
0531-ZZJWQ,4,1,0,6,55,0,1,42.9,1,1,27.0,0,0,1,2,1,1,74.0,4052.4,0.0,0,2359.5,6411.9,1
0533-BNWKF,4,1,0,2,55,2,1,42.82,1,1,27.0,0,0,0,1,1,1,85.45,4874.7,0.0,90,2355.1,7319.8,0
0533-UCAAU,4,1,0,2,57,0,1,48.16,1,2,10.0,0,0,1,3,1,2,71.1,4140.1,0.0,0,2745.12,6885.22,1
0536-ACXIP,2,1,0,9,72,0,1,44.2,1,1,2.0,1,0,1,2,1,1,109.55,8165.1,0.0,0,3182.4,11347.5,1
0536-BGFMZ,2,1,0,3,28,0,1,42.33,0,0,26.189958310676094,0,0,0,1,0,2,20.5,563.05,0.0,0,1185.24,1748.29,1
0536-ESJEP,3,1,0,8,54,0,1,14.18,1,2,25.0,1,0,1,2,1,1,74.55,4191.45,0.0,0,765.72,4957.17,1
0537-QYZZN,4,1,2,6,24,3,1,4.06,1,1,28.0,1,0,1,2,1,1,79.85,1857.75,0.0,0,97.44,1955.19,1
0541-FITGH,4,1,0,6,2,5,1,48.39,1,3,24.0,1,0,1,1,1,3,62.15,113.1,0.0,0,96.78,209.88,2
0547-HURJB,1,0,2,0,12,4,1,19.38,0,0,26.189958310676094,0,0,0,1,0,2,21.05,235.8,0.0,0,232.56,468.36,1
